MainTab,SubTab,Branch,TalentName,LogicalTalentID,LogicalTalentName,LogicalRank,LogicalGroupingEvidence,NodeID,Rank,MaxRank,Cost,PointCurrency,RawLevelUpCostValue,CostConfidence,RequiredLevel,ParentNodeID,RelationScope,ProgressionDepth,VisualRow,VisualColumn,NodeOffset,EffectType,RawValue,DisplayedValue,MarginalGain,CumulativeGain,Unit,BuffID,AbilityID,Confidence
SJWSkillTree,Magicien élémentaire,Feu,Amélioration de Magicien élémentaire : Feu II,node:116602,Amélioration de Magicien élémentaire : Feu II,1,RAW_NODE_ONLY,116602,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,116402,NODE,4,6,4,"[0,0,0]",TriggeredBuff,[90000084],[90000084],NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,90000073,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Magicien élémentaire,Feu,Annihilation,node:116701,Annihilation,1,RAW_NODE_ONLY,116701,1,1,3 SkillPoint,SkillPoint,[3],CONFIRMÉ PAR LES GAMEDATA,,116501,NODE,4,7,3,"[0,0,0]",ActiveSkillReference,1001102100000,1001102100000,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,,1001102100000,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Magicien élémentaire,Feu,Paume embrasée,node:116801,Paume embrasée,1,RAW_NODE_ONLY,116801,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,116601,NODE,5,8,2,"[0,0,0]",TriggeredBuff,[91000102],[91000102],NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,91000101,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Toucher,Toucher du maître,node:117101,Toucher du maître,1,RAW_NODE_ONLY,117101,1,1,2 SkillPoint,SkillPoint,[2],CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,3,"[0,0,0]",ActiveSkillReference,1001203000000,1001203000000,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,,1001203000000,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Nœud de classe / Overdrive,Overdrive,node:117100,Overdrive,1,RAW_NODE_ONLY,117100,1,1,1 IdentityPoint,IdentityPoint,[1],CONFIRMÉ PAR LES GAMEDATA,MainQuestChapter:10501,,NODE,0,1,4,"[300,-200,0]",PassiveNoNumericEffect,,,NON DÉTERMINÉ,NON DÉTERMINÉ,,92000009,,NON DÉTERMINÉ
SJWSkillTree,Souverain,Toucher,Efficacité de la subsistance,node:117201,Efficacité de la subsistance,1,RAW_NODE_ONLY,117201,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,117101,NODE,1,2,3,"[0,0,0]",TriggeredBuff,"[93400001,93400003]","[93400001,93400003]",NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,94400001,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Toucher,Suppression I,node:117301,Suppression I,1,RAW_NODE_ONLY,117301,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,117201,NODE,2,3,2,"[0,0,0]",TriggeredBuff,[90000108],[90000108],NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,90000091,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Toucher,Roue de pleine lune,node:117302,Roue de pleine lune,1,RAW_NODE_ONLY,117302,1,1,2 SkillPoint,SkillPoint,[2],CONFIRMÉ PAR LES GAMEDATA,,117201,NODE,2,3,4,"[0,0,0]",ActiveSkillReference,1001101101000,1001101101000,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,,1001101101000,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Toucher,Mépris,node:117401,Mépris,1,RAW_NODE_ONLY,117401,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,117302,NODE,3,4,3,"[0,0,0]",TriggeredBuff,[90000109],[90000109],NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,90000092,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Toucher,Festin des faibles,node:117501,Festin des faibles,1,RAW_NODE_ONLY,117501,1,1,5 SkillPoint,SkillPoint,[5],CONFIRMÉ PAR LES GAMEDATA,,117401,NODE,4,5,3,"[0,0,0]",TriggeredBuff,[93400006],[93400006],NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,94400002,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Toucher,Suppression II,node:117601,Suppression II,1,RAW_NODE_ONLY,117601,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,"117301,117501",NODE,5,6,2,"[0,0,0]",TriggeredBuff,[90000110],[90000110],NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,90000094,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Toucher,Trou noir,node:117602,Trou noir,1,RAW_NODE_ONLY,117602,1,1,2 SkillPoint,SkillPoint,[2],CONFIRMÉ PAR LES GAMEDATA,,117501,NODE,5,6,4,"[0,0,0]",ActiveSkillReference,1001316100000,1001316100000,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,,1001316100000,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Toucher,Champ de bataille de la domination,node:117701,Champ de bataille de la domination,1,RAW_NODE_ONLY,117701,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,"117601,117602",NODE,6,7,3,"[0,0,0]",TriggeredBuff,"[93400008,93400010]","[93400008,93400010]",NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,94400003,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Toucher,Main de célérité,node:117801,Main de célérité,1,RAW_NODE_ONLY,117801,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,117701,NODE,7,8,3,"[0,0,0]",TriggeredBuff,"[91000131,91000132]","[91000131,91000132]",NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,91000130,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Changement gravitationnel,Dispersion,node:118101,Dispersion,1,RAW_NODE_ONLY,118101,1,1,2 SkillPoint,SkillPoint,[2],CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,3,"[0,0,0]",ActiveSkillReference,1001319200000,1001319200000,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,,1001319200000,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Changement gravitationnel,Dégâts augmentés contre les cibles à terre,node:118201,Dégâts augmentés contre les cibles à terre,1,RAW_NODE_ONLY,118201,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,118101,NODE,1,2,3,"[0,0,0]",DamageOnReaction,480,480,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,90000098,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Changement gravitationnel,Libération,node:118301,Libération,1,RAW_NODE_ONLY,118301,1,1,2 SkillPoint,SkillPoint,[2],CONFIRMÉ PAR LES GAMEDATA,,118201,NODE,2,3,3,"[0,0,0]",ActiveSkillReference,1001318300000,1001318300000,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,,1001318300000,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Changement gravitationnel,Désintégration,node:118401,Désintégration,1,RAW_NODE_ONLY,118401,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,118301,NODE,3,4,2,"[0,0,0]",TriggeredBuff,[90000113],[90000113],NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,90000102,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Changement gravitationnel,Aspiration gravitationnelle,node:118402,Aspiration gravitationnelle,1,RAW_NODE_ONLY,118402,1,1,5 SkillPoint,SkillPoint,[5],CONFIRMÉ PAR LES GAMEDATA,,118301,NODE,3,4,4,"[0,0,0]",TriggeredBuff,"[93400014,93400015]","[93400014,93400015]",NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,94400004,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Changement gravitationnel,Attaque finale,node:118501,Attaque finale,1,RAW_NODE_ONLY,118501,1,1,2 SkillPoint,SkillPoint,[2],CONFIRMÉ PAR LES GAMEDATA,,118402,NODE,4,5,3,"[0,0,0]",ActiveSkillReference,1001317200000,1001317200000,NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,,1001317200000,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Changement gravitationnel,Changement gravitationnel,node:118601,Changement gravitationnel,1,RAW_NODE_ONLY,118601,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,118501,NODE,5,6,3,"[0,0,0]",TriggeredBuff,[90000112],[90000112],NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,90000099,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Changement gravitationnel,Désintégration multipliée,node:118701,Désintégration multipliée,1,RAW_NODE_ONLY,118701,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,"118401,118601",NODE,6,7,2,"[0,0,0]",TriggeredBuff,[90000115],[90000115],NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,90000105,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Changement gravitationnel,Posture parfaite,node:118702,Posture parfaite,1,RAW_NODE_ONLY,118702,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,118601,NODE,6,7,4,"[0,0,0]",TriggeredBuff,"[93400017,93400018]","[93400017,93400018]",NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,94400005,,CONFIRMÉ PAR LES GAMEDATA
SJWSkillTree,Souverain,Changement gravitationnel,Armée de conquête,node:118801,Armée de conquête,1,RAW_NODE_ONLY,118801,1,1,4 SkillPoint,SkillPoint,[4],CONFIRMÉ PAR LES GAMEDATA,,118702,NODE,7,8,4,"[0,0,0]",TriggeredBuff,"[91000141,91000142]","[91000141,91000142]",NON DÉTERMINÉ,NON DÉTERMINÉ,valeur brute,91000140,,CONFIRMÉ PAR LES GAMEDATA
Groupe 9,Stats principales,Stats principales,Attaque augmentée 1 1/3,node:119101,Attaque augmentée 1,1,RAW_NODE_ONLY,119101,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,2,"[0,0,0]",AttFR,100,1%,1%,1%,%,100000001,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 1 2/3,node:119101,Attaque augmentée 1,2,RAW_NODE_ONLY,119101,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,2,"[0,0,0]",AttFR,100,1%,1%,2%,%,100000001,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 1 3/3,node:119101,Attaque augmentée 1,3,RAW_NODE_ONLY,119101,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,2,"[0,0,0]",AttFR,100,1%,1%,3%,%,100000001,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 1 1/3,node:119102,Défense augmentée 1,1,RAW_NODE_ONLY,119102,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,3,"[0,0,0]",ArmFR,100,1%,1%,1%,%,100000002,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 1 2/3,node:119102,Défense augmentée 1,2,RAW_NODE_ONLY,119102,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,3,"[0,0,0]",ArmFR,100,1%,1%,2%,%,100000002,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 1 3/3,node:119102,Défense augmentée 1,3,RAW_NODE_ONLY,119102,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,3,"[0,0,0]",ArmFR,100,1%,1%,3%,%,100000002,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 1 1/3,node:119103,PV augmentés 1,1,RAW_NODE_ONLY,119103,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,4,"[0,0,0]",IncreaseMHP,100,1%,1%,1%,%,100000003,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 1 2/3,node:119103,PV augmentés 1,2,RAW_NODE_ONLY,119103,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,4,"[0,0,0]",IncreaseMHP,100,1%,1%,2%,%,100000003,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 1 3/3,node:119103,PV augmentés 1,3,RAW_NODE_ONLY,119103,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,,NODE,0,1,4,"[0,0,0]",IncreaseMHP,100,1%,1%,3%,%,100000003,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 2 1/3,node:119201,Attaque augmentée 2,1,RAW_NODE_ONLY,119201,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119101,NODE,1,2,2,"[0,0,0]",AttFR,200,2%,2%,2%,%,100000004,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 2 2/3,node:119201,Attaque augmentée 2,2,RAW_NODE_ONLY,119201,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119101,NODE,1,2,2,"[0,0,0]",AttFR,200,2%,2%,4%,%,100000004,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 2 3/3,node:119201,Attaque augmentée 2,3,RAW_NODE_ONLY,119201,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119101,NODE,1,2,2,"[0,0,0]",AttFR,200,2%,2%,6%,%,100000004,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 2 1/3,node:119202,Défense augmentée 2,1,RAW_NODE_ONLY,119202,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119102,NODE,1,2,3,"[0,0,0]",ArmFR,200,2%,2%,2%,%,100000005,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 2 2/3,node:119202,Défense augmentée 2,2,RAW_NODE_ONLY,119202,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119102,NODE,1,2,3,"[0,0,0]",ArmFR,200,2%,2%,4%,%,100000005,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 2 3/3,node:119202,Défense augmentée 2,3,RAW_NODE_ONLY,119202,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119102,NODE,1,2,3,"[0,0,0]",ArmFR,200,2%,2%,6%,%,100000005,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 2 1/3,node:119203,PV augmentés 2,1,RAW_NODE_ONLY,119203,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119103,NODE,1,2,4,"[0,0,0]",IncreaseMHP,200,2%,2%,2%,%,100000006,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 2 2/3,node:119203,PV augmentés 2,2,RAW_NODE_ONLY,119203,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119103,NODE,1,2,4,"[0,0,0]",IncreaseMHP,200,2%,2%,4%,%,100000006,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 2 3/3,node:119203,PV augmentés 2,3,RAW_NODE_ONLY,119203,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119103,NODE,1,2,4,"[0,0,0]",IncreaseMHP,200,2%,2%,6%,%,100000006,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 3 1/3,node:119301,Attaque augmentée 3,1,RAW_NODE_ONLY,119301,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119201,NODE,2,3,2,"[0,0,0]",AttFR,300,3%,3%,3%,%,100000007,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 3 2/3,node:119301,Attaque augmentée 3,2,RAW_NODE_ONLY,119301,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119201,NODE,2,3,2,"[0,0,0]",AttFR,300,3%,3%,6%,%,100000007,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 3 3/3,node:119301,Attaque augmentée 3,3,RAW_NODE_ONLY,119301,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119201,NODE,2,3,2,"[0,0,0]",AttFR,300,3%,3%,9%,%,100000007,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 3 1/3,node:119302,Défense augmentée 3,1,RAW_NODE_ONLY,119302,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119202,NODE,2,3,3,"[0,0,0]",ArmFR,300,3%,3%,3%,%,100000008,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 3 2/3,node:119302,Défense augmentée 3,2,RAW_NODE_ONLY,119302,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119202,NODE,2,3,3,"[0,0,0]",ArmFR,300,3%,3%,6%,%,100000008,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 3 3/3,node:119302,Défense augmentée 3,3,RAW_NODE_ONLY,119302,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119202,NODE,2,3,3,"[0,0,0]",ArmFR,300,3%,3%,9%,%,100000008,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 3 1/3,node:119303,PV augmentés 3,1,RAW_NODE_ONLY,119303,1,3,2 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119203,NODE,2,3,4,"[0,0,0]",IncreaseMHP,300,3%,3%,3%,%,100000009,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 3 2/3,node:119303,PV augmentés 3,2,RAW_NODE_ONLY,119303,2,3,3 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119203,NODE,2,3,4,"[0,0,0]",IncreaseMHP,300,3%,3%,6%,%,100000009,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 3 3/3,node:119303,PV augmentés 3,3,RAW_NODE_ONLY,119303,3,3,4 SkillPoint,SkillPoint,"[2,3,4]",CONFIRMÉ PAR LES GAMEDATA,,119203,NODE,2,3,4,"[0,0,0]",IncreaseMHP,300,3%,3%,9%,%,100000009,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 4 1/3,node:119401,Attaque augmentée 4,1,RAW_NODE_ONLY,119401,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119301,NODE,3,4,2,"[0,0,0]",AttFR,400,4%,4%,4%,%,100000010,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 4 2/3,node:119401,Attaque augmentée 4,2,RAW_NODE_ONLY,119401,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119301,NODE,3,4,2,"[0,0,0]",AttFR,400,4%,4%,8%,%,100000010,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 4 3/3,node:119401,Attaque augmentée 4,3,RAW_NODE_ONLY,119401,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119301,NODE,3,4,2,"[0,0,0]",AttFR,400,4%,4%,12%,%,100000010,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 4 1/3,node:119402,Défense augmentée 4,1,RAW_NODE_ONLY,119402,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119302,NODE,3,4,3,"[0,0,0]",ArmFR,400,4%,4%,4%,%,100000011,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 4 2/3,node:119402,Défense augmentée 4,2,RAW_NODE_ONLY,119402,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119302,NODE,3,4,3,"[0,0,0]",ArmFR,400,4%,4%,8%,%,100000011,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 4 3/3,node:119402,Défense augmentée 4,3,RAW_NODE_ONLY,119402,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119302,NODE,3,4,3,"[0,0,0]",ArmFR,400,4%,4%,12%,%,100000011,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 4 1/3,node:119403,PV augmentés 4,1,RAW_NODE_ONLY,119403,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119303,NODE,3,4,4,"[0,0,0]",IncreaseMHP,400,4%,4%,4%,%,100000012,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 4 2/3,node:119403,PV augmentés 4,2,RAW_NODE_ONLY,119403,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119303,NODE,3,4,4,"[0,0,0]",IncreaseMHP,400,4%,4%,8%,%,100000012,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 4 3/3,node:119403,PV augmentés 4,3,RAW_NODE_ONLY,119403,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119303,NODE,3,4,4,"[0,0,0]",IncreaseMHP,400,4%,4%,12%,%,100000012,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 5 1/3,node:119501,Attaque augmentée 5,1,RAW_NODE_ONLY,119501,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119401,NODE,4,5,2,"[0,0,0]",AttFR,500,5%,5%,5%,%,100000013,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 5 2/3,node:119501,Attaque augmentée 5,2,RAW_NODE_ONLY,119501,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119401,NODE,4,5,2,"[0,0,0]",AttFR,500,5%,5%,10%,%,100000013,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 5 3/3,node:119501,Attaque augmentée 5,3,RAW_NODE_ONLY,119501,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119401,NODE,4,5,2,"[0,0,0]",AttFR,500,5%,5%,15%,%,100000013,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 5 1/3,node:119502,Défense augmentée 5,1,RAW_NODE_ONLY,119502,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119402,NODE,4,5,3,"[0,0,0]",ArmFR,500,5%,5%,5%,%,100000014,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 5 2/3,node:119502,Défense augmentée 5,2,RAW_NODE_ONLY,119502,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119402,NODE,4,5,3,"[0,0,0]",ArmFR,500,5%,5%,10%,%,100000014,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Défense augmentée 5 3/3,node:119502,Défense augmentée 5,3,RAW_NODE_ONLY,119502,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119402,NODE,4,5,3,"[0,0,0]",ArmFR,500,5%,5%,15%,%,100000014,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 5 1/3,node:119503,PV augmentés 5,1,RAW_NODE_ONLY,119503,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119403,NODE,4,5,4,"[0,0,0]",IncreaseMHP,500,5%,5%,5%,%,100000015,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 5 2/3,node:119503,PV augmentés 5,2,RAW_NODE_ONLY,119503,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119403,NODE,4,5,4,"[0,0,0]",IncreaseMHP,500,5%,5%,10%,%,100000015,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,PV augmentés 5 3/3,node:119503,PV augmentés 5,3,RAW_NODE_ONLY,119503,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119403,NODE,4,5,4,"[0,0,0]",IncreaseMHP,500,5%,5%,15%,%,100000015,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 6 1/3,node:119601,Attaque augmentée 6,1,RAW_NODE_ONLY,119601,1,3,3 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119501,NODE,5,6,2,"[0,0,0]",AttFR,600,6%,6%,6%,%,100000016,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 6 2/3,node:119601,Attaque augmentée 6,2,RAW_NODE_ONLY,119601,2,3,4 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119501,NODE,5,6,2,"[0,0,0]",AttFR,600,6%,6%,12%,%,100000016,,FORTEMENT PROBABLE
Groupe 9,Stats principales,Stats principales,Attaque augmentée 6 3/3,node:119601,Attaque augmentée 6,3,RAW_NODE_ONLY,119601,3,3,5 SkillPoint,SkillPoint,"[3,4,5]",CONFIRMÉ PAR LES GAMEDATA,,119501,NODE,5,6,2,"[0,0,0]",AttFR,600,6%,6%,18%,%,100000016,,FORTEMENT PROBABLE
